1.004616,88.07339
1.006159,14563.3
1.007557,27700.92
1.008843,40555.96
1.010131,53815.6
1.011405,67636.7
1.012713,81977.06
1.014088,97071.56
1.015389,111297.2
1.016668,124963.3
1.018013,140670.6
1.01932,157478.9
1.020304,171130.3
1.020974,180823.9
1.02164,190350.5
1.022288,199846.8
1.022916,209417.4
1.023538,218767.9
1.024176,228401.8
1.02483,238770.6
1.025498,249576.1
1.026177,260609.2
1.026864,272130.3
1.027552,283787.2
1.028229,295366.1
1.028886,306639.4
1.029525,317779.8
1.030165,329161.5
1.030815,340833
1.031477,352978
1.032138,365441.3
1.032789,377814.7
1.033444,390098.2
1.034119,402956.9
1.034813,416669.7
1.035507,430376.1
1.036175,443809.2
1.036813,456877.1
1.037435,469741.3
1.03807,482623.9
1.038728,496223.9
1.039396,510300.9
1.040057,524593.6
1.040711,538767
1.041368,553263.3
1.042036,568100.9
1.04271,583011.9
1.043376,597893.6
1.044021,612687.2
1.044649,627256
1.045276,641831.2
1.04591,656893.6
1.046555,672376.1
1.047211,687686.2
1.04788,703618.3
1.048563,720211.9
1.049245,736797.2
1.049912,752630.3
1.050553,767829.4
1.05118,783021.1
1.051813,798557.8
1.052466,814615.6
1.053132,830872.5
1.053787,847245
1.054427,862963.3
1.055065,878651.4
1.055722,894877.1
1.0564,911666.1
1.057078,928467
1.057728,944687.2
1.058347,960132.1
1.058955,975162.4
1.05958,990679.8
1.060238,1007227
1.060913,1024527
1.061587,1041887
1.062252,1059020
1.06291,1076421
1.063571,1093845
1.064231,1110952
1.064889,1127853
1.065543,1144850
1.066194,1161819
1.066846,1178955
1.067499,1196273
1.068149,1213536
1.068808,1230813
1.069483,1248885
1.070173,1267622
1.070864,1286001
1.071532,1303550
1.07217,1320197
1.072794,1336519
1.073432,1352872
1.074097,1370235
1.074772,1388345
1.075435,1406174
1.076083,1423189
1.076731,1440240
1.077397,1458078
1.078081,1476235
1.07876,1494105
1.07941,1511067
1.080031,1527072
1.080649,1542706
1.081286,1559382
1.081949,1577367
1.082627,1595653
1.083305,1613950
1.083979,1632136
1.084646,1650439
1.085309,1668023
1.085965,1685317
1.086616,1702810
1.087266,1720411
1.087922,1738050
1.088578,1755876
1.089227,1773931
1.08987,1791494
1.090519,1809297
1.091188,1828074
1.091877,1847588
1.092557,1866756
1.093209,1884665
1.093829,1901419
1.094436,1917742
1.095059,1934378
1.095714,1952273
1.096383,1971230
